,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family
681,1,1,male,-0.27899303205504183,0,0,1.5121226400468473,C,First,man,True,Cherbourg,yes,True,0
682,0,3,male,-1.1267502840806507,0,0,-0.7963968004681826,S,Third,man,True,Southampton,no,True,0
683,0,3,male,-2.1343115741996135,5,2,0.9756700138852652,S,Third,child,False,Southampton,no,False,7
684,0,2,male,1.9766895109533567,1,1,0.7746563550249995,S,Second,man,True,Southampton,no,False,2
685,0,2,male,-0.49639817142288,1,2,0.8444431348556836,C,Second,man,True,Cherbourg,no,False,3
686,0,3,male,-2.1343115741996135,4,1,0.7936995895108158,S,Third,child,False,Southampton,no,False,5
687,0,3,male,-1.2716473079558395,0,0,-0.6900317612684258,S,Third,man,True,Southampton,no,True,0
688,0,3,male,-1.4243803219843891,0,0,-0.9798391307057922,S,Third,man,True,Southampton,no,True,0
689,1,1,female,-1.9394154992559647,0,1,2.616243887434711,S,First,child,False,Southampton,yes,False,1
690,1,1,male,0.11126407917622454,1,0,1.188210726972329,S,First,man,True,Southampton,yes,False,1
693,0,3,male,-0.49639817142288,0,0,-1.0627025381392528,C,Third,man,True,Cherbourg,no,True,0
694,0,1,male,1.9766895109533567,0,0,0.35560708817197745,S,First,man,True,Southampton,no,True,0
695,0,2,male,1.5724478531472084,0,0,-0.3814443979987185,S,Second,man,True,Southampton,no,True,0
697,1,3,female,-0.009837837889073225,0,0,-0.9886111339665123,Q,Third,woman,False,Queenstown,yes,True,0
698,0,1,male,1.4045842585485195,1,1,1.9133695754463693,C,First,man,True,Cherbourg,no,False,2
699,0,3,male,0.9691282208343964,0,0,-1.0004133197124396,S,Third,man,True,Southampton,no,True,0
700,1,1,female,-1.4243803219843891,1,0,2.6966725946465777,C,First,woman,False,Cherbourg,yes,False,1
701,1,1,male,0.45409304356281976,0,0,0.34477896147382353,S,First,man,True,Southampton,yes,True,0
702,0,3,female,-1.4243803219843891,0,1,-0.30701854650736077,C,Third,woman,False,Cherbourg,no,False,1
703,0,3,male,-0.49639817142288,0,0,-0.9874280614112364,Q,Third,man,True,Queenstown,no,True,0
704,0,3,male,-0.38560465195745286,1,0,-0.971705897410643,S,Third,man,True,Southampton,no,False,1
705,0,2,male,0.7597826379718933,0,0,0.33279481642245184,S,Second,man,True,Southampton,no,True,0
706,1,2,female,1.1640242957780427,0,0,-0.3814443979987185,S,Second,woman,False,Southampton,yes,True,0
707,1,1,male,0.9691282208343964,0,0,0.34477896147382353,S,First,man,True,Southampton,yes,True,0
708,1,1,female,-0.8575111649413711,0,0,2.253852705191855,S,First,woman,False,Southampton,yes,True,0
710,1,1,female,-0.6117151068090739,0,0,1.0345607197249005,C,First,woman,False,Cherbourg,yes,True,0
711,0,1,male,-0.009837837889073225,0,0,0.35560708817197745,S,First,man,True,Southampton,no,True,0
712,1,1,male,1.346337398295587,1,0,1.0881621058774344,S,First,man,True,Southampton,yes,False,1
713,0,3,male,-0.07713055989668878,0,0,-0.766302767837634,S,Third,man,True,Southampton,no,True,0
714,0,2,male,1.5724478531472084,0,0,-0.4225724730325312,S,Second,man,True,Southampton,no,True,0
715,0,3,male,-1.2716473079558395,0,0,-1.0004133197124396,S,Third,man,True,Southampton,no,True,0
716,1,1,female,0.6864051971488218,0,0,2.6966725946465777,C,First,woman,False,Cherbourg,yes,True,0
717,1,2,female,-0.27899303205504183,0,0,-0.6553179761010235,S,Second,woman,False,Southampton,yes,True,0
718,0,3,male,-0.009837837889073225,0,0,-0.23089304376650097,Q,Third,man,True,Queenstown,no,True,0
719,0,3,male,0.2878761249879749,0,0,-0.9827506211941123,S,Third,man,True,Southampton,no,True,0
721,0,3,male,-1.5858455613246225,1,0,-1.0887741218037763,S,Third,man,True,Southampton,no,False,1
722,0,2,male,0.3722069437800388,0,0,-0.4225724730325312,S,Second,man,True,Southampton,no,True,0
723,0,2,male,1.461654333681781,0,0,-0.4225724730325312,S,Second,man,True,Southampton,no,True,0
724,1,1,male,-0.27899303205504183,1,0,1.1109743776269605,S,First,man,True,Southampton,yes,False,1
725,0,3,male,-1.1267502840806507,0,0,-0.8649580629279608,S,Third,man,True,Southampton,no,True,0
726,1,2,female,0.018637005848696625,3,0,0.10004931335395954,S,Second,woman,False,Southampton,yes,False,3
727,1,3,female,-0.009837837889073225,0,0,-0.9880194371426714,Q,Third,woman,False,Queenstown,yes,True,0
728,0,2,male,-0.49639817142288,1,0,0.33279481642245184,S,Second,man,True,Southampton,no,False,1
729,0,3,female,-0.49639817142288,1,0,-0.9619264593562706,S,Third,woman,False,Southampton,no,False,1
730,1,1,female,-0.07713055989668878,0,0,2.616243887434711,S,First,woman,False,Southampton,yes,True,0
731,0,3,male,-2.8155636700460325,0,0,-0.02127492822239056,C,Third,child,False,Cherbourg,no,True,0
735,0,3,male,-0.12626001802649223,0,0,-0.1895046020745276,S,Third,man,True,Southampton,no,True,0
736,0,3,female,1.346337398295587,1,3,0.6370930864325202,S,Third,woman,False,Southampton,no,False,4
740,1,1,male,-0.009837837889073225,0,0,0.4887410561406243,S,First,man,True,Southampton,yes,True,0
741,0,1,male,0.5336721831202722,1,0,1.5418350440855546,S,First,man,True,Southampton,no,False,1
743,0,3,male,-0.6117151068090739,1,0,-0.1895046020745276,S,Third,man,True,Southampton,no,False,1
744,1,3,male,0.11126407917622454,0,0,-0.9619264593562706,S,Third,man,True,Southampton,yes,True,0
745,0,1,male,2.412145548667482,1,1,1.4275542197775115,S,First,man,True,Southampton,no,False,2
746,0,3,male,-1.7571023967384214,1,1,0.060417140603830195,S,Third,man,True,Southampton,no,False,2
747,1,2,female,0.018637005848696625,0,0,-0.4225724730325312,S,Second,woman,False,Southampton,yes,True,0
748,0,1,male,-1.2716473079558395,1,0,1.1109743776269605,S,First,man,True,Southampton,no,False,1
749,0,3,male,0.11126407917622454,0,0,-0.9862603332214835,Q,Third,man,True,Queenstown,no,True,0
752,0,3,male,0.2878761249879749,0,0,-0.7643853905401847,S,Third,man,True,Southampton,no,True,0
753,0,3,male,-0.7319405971034905,0,0,-0.9659491590548142,S,Third,man,True,Southampton,no,True,0
754,1,2,female,1.346337398295587,1,2,1.331336058311907,S,Second,woman,False,Southampton,yes,False,3
756,0,3,male,-0.17625906909495204,0,0,-0.9798391307057922,S,Third,man,True,Southampton,no,True,0
759,1,1,female,0.2878761249879749,0,0,1.642744090244144,S,First,woman,False,Southampton,yes,True,0
761,0,3,male,0.9010557067138735,0,0,-1.0778911413926195,S,Third,man,True,Southampton,no,True,0
762,1,3,male,-1.1267502840806507,0,0,-1.0620692257971638,C,Third,man,True,Cherbourg,yes,True,0
763,1,1,female,0.5336721831202722,1,2,1.9994756350505893,S,First,woman,False,Southampton,yes,False,3
764,0,3,male,-1.7571023967384214,0,0,-0.9827506211941123,S,Third,man,True,Southampton,no,True,0
765,1,1,female,1.517594233709386,1,0,1.5294408837461568,S,First,woman,False,Southampton,yes,False,1
766,0,1,male,-0.009837837889073225,0,0,0.791294306334196,C,First,man,True,Cherbourg,no,True,0
767,0,3,female,0.06533017867103115,0,0,-0.9862603332214835,Q,Third,woman,False,Queenstown,no,True,0
768,0,3,male,-0.009837837889073225,1,0,0.2523569365280206,Q,Third,man,True,Queenstown,no,False,1
769,0,3,male,0.20095010836623992,0,0,-0.9033678411107207,S,Third,man,True,Southampton,no,True,0
770,0,3,male,-0.6117151068090739,0,0,-0.7643853905401847,S,Third,man,True,Southampton,no,True,0
771,0,3,male,1.346337398295587,0,0,-0.971705897410643,S,Third,man,True,Southampton,no,True,0
772,0,2,female,1.831792487078169,0,0,-0.6553179761010235,S,Second,woman,False,Southampton,no,True,0
774,1,2,female,1.6790594730496204,1,3,0.1991871407121371,S,Second,woman,False,Southampton,yes,False,4
775,0,3,male,-1.4243803219843891,0,0,-0.9862603332214835,S,Third,man,True,Southampton,no,True,0
778,0,3,male,-0.009837837889073225,0,0,-0.9880194371426714,Q,Third,man,True,Queenstown,no,True,0
779,1,1,female,1.0355988791485065,0,1,2.616243887434711,S,First,woman,False,Southampton,yes,False,1
780,1,3,female,-2.3436571570621143,0,0,-1.0620692257971638,C,Third,child,False,Cherbourg,yes,True,0
781,1,1,female,-1.5858455613246225,1,0,1.188210726972329,S,First,woman,False,Southampton,yes,False,1
782,0,1,male,-0.07713055989668878,0,0,0.4887410561406243,S,First,man,True,Southampton,no,True,0
783,0,3,male,-0.009837837889073225,1,2,0.22030272443028215,S,Third,man,True,Southampton,no,False,3
784,0,3,male,-0.49639817142288,0,0,-1.0894231499845994,S,Third,man,True,Southampton,no,True,0
785,0,3,male,-0.49639817142288,0,0,-1.05893823511296,S,Third,man,True,Southampton,no,True,0
786,1,3,female,-1.4243803219843891,0,0,-1.0226039619080833,S,Third,woman,False,Southampton,yes,True,0
789,0,1,male,1.2261119080011706,0,0,1.546661595789179,C,First,man,True,Cherbourg,no,True,0
791,0,2,male,-1.7571023967384214,0,0,0.33279481642245184,S,Second,man,True,Southampton,no,True,0
793,0,1,male,-0.009837837889073225,0,0,0.5137276765299204,C,First,man,True,Cherbourg,no,True,0
794,0,3,male,-0.49639817142288,0,0,-0.9659491590548142,S,Third,man,True,Southampton,no,True,0
795,0,2,male,0.7597826379718933,0,0,-0.4225724730325312,S,Second,man,True,Southampton,no,True,0
796,1,1,female,1.4045842585485195,0,0,0.32982325573987065,S,First,woman,False,Southampton,yes,True,0
797,1,3,female,0.11126407917622454,0,0,-0.8623445062825997,S,Third,woman,False,Southampton,yes,True,0
798,0,3,male,0.018637005848696625,0,0,-1.0620692257971638,C,Third,man,True,Cherbourg,no,True,0
799,0,3,female,0.018637005848696625,1,1,0.2523569365280206,S,Third,woman,False,Southampton,no,False,2
801,1,2,female,0.11126407917622454,1,1,0.3432232657884326,S,Second,woman,False,Southampton,yes,False,2
802,1,1,male,-2.8155636700460325,1,2,1.9994756350505893,S,First,child,False,Southampton,yes,False,3
804,1,3,male,-0.27899303205504183,0,0,-1.1010784979058432,S,Third,man,True,Southampton,yes,True,0
805,0,3,male,0.11126407917622454,0,0,-0.9827506211941123,S,Third,man,True,Southampton,no,True,0
807,0,3,female,-1.4243803219843891,0,0,-0.9827506211941123,S,Third,woman,False,Southampton,no,True,0
809,1,1,female,0.2878761249879749,1,0,1.1109743776269605,S,First,woman,False,Southampton,yes,False,1
810,0,3,male,-0.38560465195745286,0,0,-0.9670953132008944,S,Third,man,True,Southampton,no,True,0
811,0,3,male,0.7597826379718933,0,0,0.2523569365280206,S,Third,man,True,Southampton,no,True,0
812,0,2,male,0.45409304356281976,0,0,-0.6553179761010235,S,Second,man,True,Southampton,no,True,0
814,0,3,male,0.06533017867103115,0,0,-0.9448718915295101,S,Third,man,True,Southampton,no,True,0
816,0,3,female,-0.7319405971034905,0,0,-0.9619264593562706,S,Third,woman,False,Southampton,no,True,0
817,0,2,male,0.11126407917622454,1,1,0.7174107716139762,C,Second,man,True,Cherbourg,no,False,2
818,0,3,male,1.0355988791485065,0,0,-1.1863549752887712,S,Third,man,True,Southampton,no,True,0
820,1,1,female,1.5724478531472084,1,1,1.7275463297968392,S,First,woman,False,Southampton,yes,False,2
821,1,3,male,-0.27899303205504183,0,0,-0.8649580629279608,S,Third,man,True,Southampton,yes,True,0
823,1,3,female,-0.27899303205504183,0,1,-0.46749553120721593,S,Third,woman,False,Southampton,yes,False,1
825,0,3,male,-0.009837837889073225,0,0,-1.1049914810778294,Q,Third,man,True,Queenstown,no,True,0
826,0,3,male,-0.009837837889073225,0,0,1.1785282022019663,S,Third,man,True,Southampton,no,True,0
828,1,3,male,-0.009837837889073225,0,0,-0.9862603332214835,Q,Third,man,True,Queenstown,yes,True,0
829,1,1,female,2.069316584280887,0,0,1.5576140964480412,29.69911764705882,First,woman,False,29.69911764705882,yes,True,0
830,1,3,female,-1.9394154992559647,1,0,-0.30701854650736077,C,Third,child,False,Cherbourg,yes,False,1
833,0,3,male,-0.7319405971034905,0,0,-0.971705897410643,S,Third,man,True,Southampton,no,True,0
834,0,3,male,-1.4243803219843891,0,0,-0.9115431580905887,S,Third,man,True,Southampton,no,True,0
835,1,1,female,0.7597826379718933,1,1,1.5998091138413721,C,First,woman,False,Cherbourg,yes,False,2
836,0,3,male,-0.9889242842702648,0,0,-0.8649580629279608,S,Third,man,True,Southampton,no,True,0
839,1,1,male,-0.009837837889073225,0,0,0.4777885554817616,C,First,man,True,Cherbourg,yes,True,0
840,0,3,male,-1.1267502840806507,0,0,-0.9619264593562706,S,Third,man,True,Southampton,no,True,0
841,0,2,male,-1.7571023967384214,0,0,-0.6553179761010235,S,Second,man,True,Southampton,no,True,0
842,1,1,female,0.018637005848696625,0,0,0.5244742456884821,C,First,woman,False,Cherbourg,yes,True,0
843,0,3,male,0.4134466928258567,0,0,-1.1884689713785583,C,Third,man,True,Cherbourg,no,True,0
845,0,3,male,0.9691282208343964,0,0,-1.0147525350486466,S,Third,man,True,Southampton,no,True,0
847,0,3,male,0.45409304356281976,0,0,-0.9659491590548142,C,Third,man,True,Cherbourg,no,True,0
848,0,2,male,-0.17625906909495204,0,1,0.5926067201661213,S,Second,man,True,Southampton,no,False,1
849,1,1,female,-0.009837837889073225,1,0,1.6750687517056937,C,First,woman,False,Cherbourg,yes,False,1
853,1,1,female,-1.7571023967384214,0,1,0.7857764988874152,S,First,woman,False,Southampton,yes,False,1
854,0,2,female,1.1005413401632875,1,0,0.33279481642245184,S,Second,woman,False,Southampton,no,False,1
855,1,3,female,-1.4243803219843891,0,1,-0.7817294910025825,S,Third,woman,False,Southampton,yes,False,1
856,1,1,female,1.1640242957780427,1,1,2.3456344979530854,S,First,woman,False,Southampton,yes,False,2
857,1,1,male,1.517594233709386,0,0,0.35560708817197745,S,First,man,True,Southampton,yes,True,0
858,1,3,female,-0.6117151068090739,0,3,0.005697162490467252,C,Third,woman,False,Cherbourg,yes,False,3
860,0,3,male,0.9010557067138735,2,0,-0.3334145566017541,S,Third,man,True,Southampton,no,False,2
861,0,2,male,-0.9889242842702648,1,0,-0.5561801487428454,S,Second,man,True,Southampton,no,False,1
862,1,1,female,1.346337398295587,0,0,0.32982325573987065,S,First,woman,False,Southampton,yes,True,0
864,0,2,male,-0.6117151068090739,0,0,-0.4225724730325312,S,Second,man,True,Southampton,no,True,0
865,1,2,female,0.9691282208343964,0,0,-0.4225724730325312,S,Second,woman,False,Southampton,yes,True,0
866,1,2,female,-0.27899303205504183,1,0,-0.3528983993213804,C,Second,woman,False,Cherbourg,yes,False,1
867,0,1,male,0.11126407917622454,0,0,1.056173640512747,S,First,man,True,Southampton,no,True,0
868,0,3,male,-0.009837837889073225,0,0,-0.7643853905401847,S,Third,man,True,Southampton,no,True,0
871,1,1,female,1.2868641986967546,1,1,1.0997150271610856,S,First,woman,False,Southampton,yes,False,2
872,0,1,male,0.2878761249879749,0,0,-1.4638550613718895,S,First,man,True,Southampton,no,True,0
873,0,3,male,1.2868641986967546,0,0,-0.8233059366012662,S,Third,man,True,Southampton,no,True,0
874,1,2,female,-0.17625906909495204,1,0,0.2455671037061512,C,Second,woman,False,Cherbourg,yes,False,1
875,1,3,female,-1.9394154992559647,0,0,-1.0627025381392528,C,Third,child,False,Cherbourg,yes,True,0
876,0,3,male,-1.1267502840806507,0,0,-0.7254228503358224,S,Third,man,True,Southampton,no,True,0
879,1,1,female,1.7817934360097103,0,1,1.5998091138413721,C,First,woman,False,Cherbourg,yes,False,1
880,1,2,female,-0.49639817142288,0,1,0.33279481642245184,S,Second,woman,False,Southampton,yes,False,1
881,0,3,male,0.2878761249879749,0,0,-0.9659491590548142,S,Third,man,True,Southampton,no,True,0
882,0,3,female,-0.8575111649413711,0,0,-0.6535861082663188,S,Third,woman,False,Southampton,no,True,0
883,0,2,male,-0.17625906909495204,0,0,-0.6553179761010235,S,Second,man,True,Southampton,no,True,0
885,0,3,female,0.7597826379718933,0,5,0.4564835107756582,Q,Third,woman,False,Queenstown,no,False,5
887,1,1,female,-1.2716473079558395,0,0,0.4887410561406243,S,First,woman,False,Southampton,yes,True,0
888,0,3,female,-0.009837837889073225,1,2,0.22030272443028215,S,Third,woman,False,Southampton,no,False,3
889,1,1,male,-0.38560465195745286,0,0,0.4887410561406243,C,First,man,True,Cherbourg,yes,True,0
890,0,3,male,0.20095010836623992,0,0,-0.9862603332214835,Q,Third,man,True,Queenstown,no,True,0
